Id,Predicted
1,5642
2,8975
3,6492
4,6200
5,8297
6,4810
7,1130
8,6715
9,476
10,4637
11,640
12,1624
13,3984
14,6035
15,872
16,7173
17,4450
18,1698
19,391
20,8522
21,4940
22,25
23,9981
24,8704
25,7045
26,1650
27,4446
28,8739
29,5807
30,7278
31,5878
32,8049
33,7806
34,7176
35,7487
36,151
37,9193
38,1561
39,7631
40,899
41,1702
42,3833
43,8683
44,2989
45,4871
46,3505
47,1281
48,7262
49,9453
50,8329
51,8863
52,1420
53,3085
54,4667
55,649
56,5033
57,6455
58,8914
59,7467
60,3687
61,5816
62,2602
63,3147
64,9638
65,1026
66,3766
67,4986
68,8439
69,1509
70,2136
71,3815
72,3086
73,949
74,6607
75,5810
76,5807
77,1491
78,6451
79,4267
80,6132
81,4925
82,7929
83,6649
84,4415
85,7264
86,7180
87,8930
88,6961
89,4699
90,2199
91,9956
92,7396
93,5057
94,8119
95,5176
96,1769
97,9353
98,3241
99,9339
100,6958
101,83
102,358
103,4432
104,6531
105,8952
106,4670
107,450
108,5396
109,7505
110,3231
111,7479
112,5133
113,5588
114,5020
115,1912
116,3512
117,8863
118,8429
119,3172
120,4940
121,6351
122,4414
123,8704
124,5684
125,2750
126,4380
127,8931
128,3912
129,1962
130,1261
131,3312
132,2812
133,5729
134,6964
135,2131
136,9482
137,9176
138,3227
139,8096
140,8654
141,4027
142,5571
143,3804
144,9525
145,8633
146,6751
147,1735
148,4149
149,6768
150,5614
151,7504
152,536
153,771
154,4539
155,828
156,4563
157,3073
158,6989
159,3389
160,6721
161,4667
162,8132
163,5337
164,7745
165,1672
166,2378
167,1637
168,4124
169,2663
170,1261
171,1780
172,5645
173,9131
174,4911
175,7806
176,1739
177,9606
178,1897
179,5424
180,6135
181,6245
182,6618
183,8821
184,5860
185,8897
186,8029
187,9311
188,7936
189,5248
190,2040
191,2668
192,2205
193,7930
194,9437
195,1906
196,2840
197,1239
198,7448
199,24
200,9800
201,6203
202,3743
203,6073
204,3907
205,3768
206,447
207,1261
208,4073
209,5264
210,1613
211,5713
212,7952
213,8019
214,6428
215,7909
216,3940
217,76
218,1383
219,5726
220,8239
221,827
222,27
223,13
224,4761
225,5246
226,5558
227,5181
228,5993
229,316
230,1585
231,2146
232,952
233,5777
234,9467
235,9597
236,6705
237,1107
238,3806
239,1743
240,13
241,4242
242,7140
243,4025
244,3376
245,115
246,4486
247,3984
248,3007
249,7743
250,2136
251,1351
252,4531
253,7969
254,2341
255,6469
256,6873
257,5712
258,7952
259,5654
260,2894
261,8267
262,6763
263,7746
264,1993
265,7710
266,4543
267,5526
268,6951
269,1117
270,4712
271,6183
272,2597
273,3366
274,3953
275,2809
276,9963
277,5248
278,9989
279,6703
280,7225
281,5726
282,1402
283,9887
284,4318
285,4267
286,7466
287,5930
288,3767
289,3234
290,933
291,1184
292,9775
293,7644
294,9447
295,1899
296,1261
297,3351
298,9421
299,5130
300,2995
301,5121
302,4653
303,6460
304,340
305,7957
306,6281
307,3121
308,8595
309,7542
310,6751
311,6006
312,9890
313,2254
314,1833
315,1291
316,9066
317,3773
318,5588
319,8722
320,5055
321,4412
322,9101
323,3767
324,3103
325,3831
326,7283
327,9914
328,9554
329,8087
330,4427
331,1261
332,8878
333,7254
334,7894
335,9581
336,527
337,112
338,7170
339,5197
340,1973
