Id,Predicted
1,5677
2,3409
3,8168
4,4434
5,8297
6,1075
7,8669
8,6318
9,476
10,9759
11,640
12,3271
13,1071
14,1168
15,5886
16,4444
17,3271
18,1698
19,2583
20,42
21,6743
22,8931
23,2947
24,8704
25,3271
26,3025
27,2091
28,8739
29,5807
30,308
31,190
32,7754
33,1075
34,2460
35,3271
36,3271
37,4481
38,3271
39,6803
40,4444
41,3783
42,3833
43,2220
44,2989
45,7887
46,4770
47,3472
48,1665
49,4969
50,3783
51,4649
52,1420
53,3085
54,5146
55,7900
56,9189
57,6455
58,8573
59,13
60,6374
61,1172
62,9794
63,3271
64,3271
65,5328
66,8267
67,7210
68,8439
69,1509
70,6224
71,4914
72,3086
73,6898
74,6607
75,6504
76,2477
77,3783
78,834
79,3271
80,28
81,4925
82,8823
83,8479
84,8931
85,2270
86,3783
87,6045
88,4485
89,4699
90,6994
91,9956
92,6834
93,637
94,3783
95,6817
96,1769
97,9353
98,3241
99,3783
100,2868
101,3271
102,852
103,4921
104,387
105,8594
106,301
107,450
108,3271
109,7505
110,4805
111,7479
112,3271
113,5588
114,3390
115,5201
116,6450
117,8863
118,8429
119,3468
120,8573
121,687
122,319
123,8704
124,5684
125,6082
126,8049
127,13
128,3912
129,4895
130,13
131,727
132,4878
133,5163
134,7887
135,1549
136,1600
137,6531
138,3890
139,5337
140,8654
141,4027
142,6450
143,1628
144,9117
145,5272
146,9117
147,8439
148,8523
149,5400
150,5247
151,3271
152,3743
153,6200
154,4865
155,805
156,5282
157,3073
158,3066
159,5926
160,5396
161,9189
162,3271
163,6218
164,7866
165,8931
166,3025
167,1637
168,2507
169,3783
170,13
171,13
172,898
173,7036
174,9148
175,3271
176,1956
177,1559
178,888
179,5424
180,4529
181,6245
182,7717
183,8946
184,7836
185,3165
186,2231
187,1927
188,7936
189,8483
190,4984
191,3783
192,3783
193,1608
194,5517
195,1906
196,5337
197,5527
198,9981
199,9536
200,1665
201,10
202,3271
203,1281
204,9623
205,3768
206,3271
207,13
208,2035
209,7226
210,1613
211,5713
212,2126
213,8019
214,2692
215,3602
216,2907
217,4551
218,424
219,4041
220,9117
221,4211
222,27
223,3271
224,83
225,5246
226,8130
227,3271
228,3538
229,7505
230,1796
231,3767
232,9856
233,7690
234,4444
235,1210
236,811
237,3758
238,8439
239,1280
240,3271
241,7660
242,9117
243,2439
244,2678
245,3783
246,2355
247,6963
248,3783
249,7743
250,3119
251,1351
252,9377
253,8408
254,2341
255,2493
256,3271
257,5859
258,2126
259,325
260,3271
261,9565
262,8751
263,2826
264,2035
265,4583
266,3783
267,7366
268,9543
269,9853
270,4878
271,6183
272,3158
273,4426
274,7181
275,8460
276,1539
277,3783
278,9989
279,3271
280,9554
281,8089
282,8467
283,3783
284,1763
285,7482
286,3271
287,4878
288,3767
289,8931
290,933
291,1652
292,5208
293,8285
294,3271
295,5771
296,13
297,4819
298,523
299,1172
300,1261
301,13
302,3881
303,6623
304,5208
305,3649
306,6834
307,852
308,1416
309,1706
310,3783
311,6006
312,4411
313,7708
314,9623
315,3783
316,1230
317,13
318,3271
319,9286
320,828
321,3646
322,985
323,3783
324,3701
325,3783
326,5046
327,266
328,9202
329,1297
330,8652
331,13
332,4481
333,9117
334,3783
335,4327
336,8870
337,67
338,7170
339,2017
340,9117
341,3017
342,1401
343,7959
344,8132
345,3081
346,318
347,9638
348,4679
349,7775
350,986
351,2419
352,5965
353,476
354,8233
355,1591
356,3725
357,3783
358,3665
359,5296
360,2788
361,5741
362,3783
363,9388
364,3783
365,6553
366,1268
367,3271
368,9312
369,9191
370,3394
371,5588
372,3071
373,5258
374,9552
375,8176
376,4444
377,1059
378,3191
379,266
380,2093
381,8802
382,4578
383,3783
384,4446
385,9189
386,3783
387,6558
388,7281
389,2678
390,7800
391,2227
392,9995
393,3783
394,1111
395,3783
396,5864
397,2845
398,8077
399,9547
400,3539
401,5205
402,2873
403,3783
404,3271
405,4878
406,3627
407,3271
408,8441
409,6439
410,5778
411,3783
412,1516
413,3271
414,4444
415,9117
416,5228
417,2434
418,9014
419,2593
420,746
421,6510
422,3783
423,2726
424,7254
425,4689
426,7346
427,4716
428,9117
429,2308
430,3783
431,2615
432,13
433,6024
434,7261
435,1875
436,7736
437,3783
438,529
439,5133
440,6817
441,4638
442,182
443,9189
444,8011
445,4481
446,8743
447,6372
448,3783
449,1059
450,5925
451,4444
452,3271
453,8179
454,4698
455,1990
456,9468
457,3783
458,3695
459,8886
460,3783
461,9287
462,3281
463,4566
464,8652
465,850
466,7880
467,4664
468,3983
469,4054
470,283
471,9528
472,821
473,8865
474,8508
475,7995
476,3271
477,2492
478,6787
479,2670
480,3783
481,2188
482,8554
483,4741
484,5778
485,1758
486,2012
487,2760
488,7640
489,7874
490,7434
491,7097
492,5882
493,3271
494,3634
495,6294
496,7026
497,7925
498,7181
499,4213
500,1717
501,536
502,1529
503,5291
504,8020
505,5903
506,2474
507,5208
508,2931
509,3071
510,2132
511,3025
512,3760
513,3754
514,1319
515,8634
516,4656
517,8142
518,8834
519,9645
520,1261
521,9014
522,3271
523,6439
524,8011
525,3783
526,1111
527,7142
528,8699
529,5759
530,7793
531,9910
532,6089
533,5651
534,3271
535,2031
536,664
537,5920
538,4858
539,3861
540,8522
541,4864
542,4878
543,595
544,3779
545,3271
546,6439
547,3783
548,4444
549,1350
550,7163
551,253
552,8104
553,578
554,8780
555,1603
556,6150
557,3271
558,13
559,5028
560,9117
561,13
562,3271
563,3828
564,3071
565,4444
566,8650
567,3783
568,2668
569,6110
570,4185
571,5220
572,5934
573,9516
574,5662
575,6492
576,13
577,9189
578,4928
579,7823
580,3271
581,8611
582,7224
583,13
584,8168
585,7276
586,4267
587,7185
588,5146
589,8046
590,4235
591,7952
592,9480
593,837
594,5913
595,7716
596,3433
597,463
598,4258
599,2442
600,373
601,3783
602,4481
603,2643
604,1731
605,2697
606,4952
607,3271
608,9305
609,9117
610,2661
611,3283
612,4258
613,9833
614,9828
615,8909
616,3783
617,5597
618,8049
619,5677
620,8534
621,4270
622,3271
623,4481
624,506
625,523
626,5523
627,3271
628,3783
629,6638
630,7726
631,4878
632,6306
633,1529
634,8931
635,9267
636,1013
637,4481
638,5656
639,1608
640,5243
641,6044
642,8826
643,8152
644,13
645,3783
646,3970
647,3783
648,4649
649,4444
650,1590
651,4446
652,9484
653,287
654,1219
655,9077
656,6315
657,3215
658,3783
659,1122
660,9349
661,7776
662,8570
663,3158
664,3783
665,6872
666,2393
667,2717
668,9117
669,8152
670,4462
671,1998
672,2031
673,6197
674,9189
675,357
676,6167
677,360
678,9745
679,7819
680,4070
681,1698
682,1608
683,2466
684,784
685,7594
686,412
687,5645
688,15
689,6898
690,4203
691,7663
692,4409
693,3271
694,9181
695,762
696,8689
697,3743
698,987
699,190
700,6439
701,1726
702,4910
703,9301
704,9606
705,1637
706,6632
707,8118
708,17
709,7174
710,2081
711,7633
712,4505
713,3783
714,9117
715,407
716,2150
717,3593
718,434
719,3301
720,3271
721,4878
722,3783
723,7664
724,1241
725,8726
726,1459
727,5258
728,960
729,2005
730,9911
731,6183
732,1637
733,7039
734,8009
735,9021
736,2110
737,6204
738,1522
739,8423
740,5898
741,3271
742,8055
743,3424
744,288
745,7286
746,8931
747,13
748,3271
749,4444
750,6010
751,5256
752,4290
753,3783
754,4873
755,5951
756,4622
757,885
758,5443
759,1190
760,1972
761,4069
762,2343
763,4575
764,287
765,2456
766,6430
767,3783
768,7621
769,3271
770,9957
771,3433
772,3783
773,9831
774,9269
775,2036
776,770
777,7900
778,2536
779,3271
780,5111
781,4444
782,4505
783,8009
784,2119
785,3433
786,2475
787,2793
788,7210
789,8739
790,8240
791,5519
792,3783
793,1665
794,6870
795,1875
796,325
797,3783
798,1747
799,3271
800,8960
801,3016
802,3783
803,5040
804,5519
805,5930
806,8595
807,965
808,2236
809,6439
810,3271
811,9139
812,2006
813,3344
814,8467
815,9333
816,13
817,1182
818,1927
819,8577
820,6492
821,3783
822,4878
823,9024
824,2810
825,1886
826,5806
827,3271
828,7665
829,4481
830,2132
831,1862
832,3025
833,6441
834,686
835,2814
836,9368
837,3271
838,9139
839,3271
840,5282
841,6569
842,13
843,9374
844,2579
845,5096
846,5858
847,4444
848,3783
849,9482
850,5494
851,2037
852,7901
853,1796
854,4481
855,7467
856,9823
857,6439
858,5396
859,8704
860,413
861,898
862,3174
863,1608
864,5986
865,4649
866,9189
867,13
868,3271
869,3085
870,9904
871,13
872,6541
873,7003
874,543
875,5495
876,7066
877,160
878,4841
879,3271
880,4481
881,3158
882,3271
883,3783
884,3783
885,6439
886,3653
887,6475
888,8591
889,5725
890,2686
891,13
892,5381
893,4070
894,8272
895,8086
896,1101
897,3783
898,2358
899,3271
900,398
901,5015
902,3783
903,3271
904,8827
905,5780
906,4398
907,3220
908,2381
909,4131
910,3002
911,2544
912,3783
913,6803
914,807
915,6278
916,3783
917,6705
918,3653
919,9824
920,3152
921,6439
922,6064
923,1062
924,1904
925,7280
926,4400
927,8018
928,4855
929,2035
930,3783
931,2416
932,3656
933,13
934,2120
935,5708
936,5796
937,8586
938,3344
939,3783
940,1608
941,3783
942,2376
943,9873
944,8931
945,3223
946,8450
947,6183
948,8664
949,7181
950,6070
951,3783
952,8591
953,3783
954,3288
955,3783
956,4481
957,2104
958,434
959,9189
960,4054
961,7446
962,3025
963,2158
964,2000
965,9176
966,4270
967,2533
968,2466
969,8791
970,7466
971,732
972,24
973,4553
974,4679
975,5592
976,249
977,122
978,13
979,3783
980,8193
981,5639
982,2126
983,4935
984,7189
985,5960
986,13
987,613
988,1075
989,4746
990,4444
991,2581
992,9117
993,3271
994,4667
995,6803
996,8396
997,13
998,7959
999,4878
1000,8285
1001,6370
1002,7889
1003,9357
1004,209
1005,69
1006,8144
1007,9909
1008,3271
1009,7720
1010,5432
1011,3783
1012,5028
1013,9900
1014,697
1015,3104
1016,8857
1017,5618
1018,8731
1019,4741
1020,9154
1021,2278
1022,8714
1023,5291
1024,5857
1025,1230
1026,13
1027,4573
1028,4502
1029,589
1030,3783
1031,8423
1032,3271
1033,7716
1034,3815
1035,13
1036,8423
1037,4426
1038,4069
1039,3271
1040,8931
1041,7980
1042,5747
1043,4878
1044,4878
1045,6558
1046,6143
1047,9890
1048,6450
1049,3835
