Id,Predicted
1,3477
2,9758
3,6492
4,8894
5,8297
6,1624
7,1130
8,8646
9,476
10,9390
11,640
12,1624
13,3984
14,4897
15,5565
16,5587
17,4450
18,1698
19,4186
20,8522
21,9225
22,25
23,7022
24,8704
25,736
26,346
27,606
28,8739
29,5807
30,6477
31,3861
32,8010
33,9704
34,7176
35,7487
36,151
37,1726
38,1561
39,3023
40,4883
41,3738
42,3833
43,8683
44,2989
45,4871
46,3505
47,9421
48,1291
49,4969
50,8329
51,7745
52,1420
53,3085
54,7950
55,4055
56,8167
57,6455
58,8914
59,7467
60,2273
61,4618
62,3082
63,9051
64,1491
65,1026
66,3766
67,4986
68,3324
69,1509
70,2136
71,6408
72,4010
73,6898
74,3342
75,7680
76,9468
77,7977
78,6451
79,1876
80,1260
81,4925
82,5948
83,8479
84,1240
85,7264
86,7180
87,8930
88,4908
89,4699
90,235
91,9956
92,7396
93,5057
94,757
95,6817
96,7070
97,9353
98,2195
99,4816
100,6958
101,2968
102,358
103,4432
104,4105
105,8594
106,859
107,450
108,5396
109,7505
110,3231
111,1498
112,5340
113,5588
114,3033
115,5201
116,3512
117,2748
118,8429
119,3468
120,5996
121,8312
122,4414
123,8704
124,5684
125,6082
126,4332
127,7609
128,3912
129,3635
130,1261
131,6941
132,2812
133,3068
134,6964
135,3993
136,1600
137,9176
138,1207
139,335
140,8654
141,4027
142,5571
143,3804
144,5635
145,8117
146,2021
147,1735
148,1004
149,6511
150,8595
151,7504
152,536
153,771
154,5675
155,9710
156,6026
157,3073
158,3066
159,2221
160,4641
161,5524
162,8132
163,5926
164,7745
165,2170
166,2378
167,1637
168,4124
169,9186
170,1261
171,9588
172,9699
173,1524
174,9784
175,9786
176,2717
177,7281
178,6712
179,7736
180,3472
181,800
182,6474
183,8946
184,8265
185,8897
186,8029
187,3172
188,7936
189,3741
190,2040
191,2668
192,4121
193,9271
194,8259
195,1906
196,2840
197,1239
198,7448
199,24
200,687
201,4947
202,8839
203,7200
204,9623
205,3768
206,13
207,1261
208,4073
209,1209
210,1613
211,5713
212,7952
213,8019
214,2692
215,7909
216,2042
217,2597
218,1383
219,8936
220,6414
221,6040
222,27
223,13
224,8303
225,5246
226,1256
227,4646
228,9357
229,4859
230,7226
231,2875
232,9856
233,5777
234,9467
235,1210
236,501
237,1107
238,3806
239,6287
240,13
241,4003
242,6629
243,6077
244,6620
245,115
246,6546
247,4234
248,5955
249,7743
250,4516
251,5125
252,3227
253,7969
254,2341
255,6469
256,1448
257,5712
258,4709
259,5654
260,340
261,3557
262,8751
263,6599
264,3368
265,7710
266,5447
267,5526
268,6951
269,1117
270,5519
271,6183
272,8636
273,3366
274,7876
275,2809
276,9963
277,5248
278,9989
279,4025
280,3143
281,8599
282,1402
283,4675
284,4839
285,1781
286,4562
287,9248
288,4099
289,3234
290,933
291,1184
292,4335
293,7912
294,6661
295,1899
296,1261
297,5344
298,9139
299,7897
300,2995
301,5121
302,3704
303,4443
304,1727
305,3649
306,1239
307,6424
308,6301
309,1706
310,2857
311,6006
312,9890
313,889
314,9585
315,1291
316,3633
317,1183
318,5588
319,4870
320,3854
321,4977
322,985
323,389
324,5807
325,3321
326,7283
327,5891
328,9531
329,3380
330,4427
331,1261
332,8878
333,8134
334,7894
335,6068
336,7315
337,7036
338,7170
339,5357
340,8275
341,2986
342,1781
343,7959
344,3875
345,3081
346,7710
347,8423
348,1312
349,7775
350,1821
351,9261
352,5965
353,476
354,8233
355,1758
356,1510
357,3722
358,7120
359,7134
360,8478
361,6218
362,8363
363,3729
364,9406
365,9758
366,1268
367,2000
368,9312
369,4480
370,5823
371,5588
372,2733
373,5258
374,3218
375,8176
376,3120
377,6800
378,6302
379,3933
380,1859
381,8518
382,360
383,4653
384,7118
385,1744
386,3997
387,376
388,8962
389,2678
390,9853
391,2280
392,9995
393,6703
394,1426
395,574
396,4165
397,6132
398,7579
399,8266
400,9759
401,6127
402,2873
403,1210
404,3833
405,1240
406,3627
407,9889
408,2484
409,7493
410,4638
411,2203
412,1516
413,7886
414,8940
415,1828
416,7907
417,2434
418,9014
419,2593
420,1961
421,7787
422,1626
423,2726
424,7254
425,5617
426,3440
427,4716
428,4087
429,4116
430,4818
431,792
432,9588
433,1063
434,7720
435,3951
436,6596
437,2493
438,3637
439,5268
440,8666
441,6725
442,182
443,407
444,1148
445,4182
446,1228
447,6372
448,8276
449,9914
450,3082
451,3439
452,5046
453,6020
454,1643
455,2816
456,9969
457,3243
458,5671
459,4808
460,3708
461,2505
462,8520
463,8106
464,4427
465,2728
466,7627
467,1113
468,2306
469,1524
470,1191
471,4537
472,1064
473,8865
474,6184
475,7995
476,6802
477,8879
478,6787
479,2670
480,3738
481,2188
482,4960
483,2339
484,5778
485,5403
486,9834
487,2760
488,6763
489,5051
490,7394
491,7097
492,5882
493,3433
494,3634
495,8741
496,6967
497,7291
498,9030
499,422
500,6164
501,9153
502,7831
503,6250
504,6481
505,2481
506,2474
507,5316
508,1821
509,3290
510,614
511,3152
512,7996
513,3754
514,1386
515,218
516,4656
517,8142
518,8834
519,9645
520,9911
521,6538
522,5404
523,8305
524,4770
525,3821
526,8303
527,4811
528,6113
529,2107
530,8875
531,5356
532,6371
533,7630
534,9053
535,9461
536,5057
537,5920
538,4858
539,4532
540,4991
541,5461
542,1626
543,595
544,3779
545,9745
546,8462
547,6356
548,8244
549,8121
550,4891
551,6577
552,8104
553,578
554,934
555,1603
556,6150
557,6107
558,8931
559,5855
560,2983
561,4398
562,861
563,3856
564,3411
565,6743
566,2627
567,7936
568,4412
569,6110
570,1353
571,3101
572,6043
573,9516
574,5662
575,391
576,8642
577,9592
578,4928
579,454
580,1603
581,6133
582,2828
583,6230
584,6492
585,5990
586,4267
587,7185
588,2008
589,585
590,4645
591,2031
592,4090
593,2466
594,3025
595,7036
596,9783
597,463
598,4426
599,8124
600,373
601,1754
602,9497
603,9377
604,1731
605,8531
606,4892
607,16
608,4309
609,7554
610,9961
611,6534
612,7368
613,6624
614,5424
615,6013
616,2470
617,4529
618,9203
619,5677
620,8534
621,2303
622,2382
623,4702
624,506
625,1416
626,7195
627,4334
628,9521
629,6638
630,579
631,1259
632,6306
633,322
634,4402
635,9267
636,1013
637,298
638,7339
639,2865
640,4439
641,462
642,5163
643,8152
644,5741
645,3410
646,8643
647,9762
648,4904
649,9904
650,9986
651,4446
652,1921
653,811
654,1576
655,9077
656,2840
657,9337
658,8776
659,6058
660,1633
661,4982
662,8931
663,8827
664,9136
665,7514
666,6498
667,3051
668,2730
669,1317
670,8768
671,4331
672,1159
673,4892
674,2579
675,7821
676,6167
677,9075
678,9745
679,4870
680,796
681,1163
682,5424
683,1114
684,4974
685,8839
686,412
687,7767
688,15
689,4167
690,5977
691,7663
692,3622
693,1561
694,2282
695,7487
696,8689
697,3743
698,8235
699,1680
700,6024
701,1726
702,7003
703,2839
704,9606
705,7837
706,6632
707,8118
708,17
709,3450
710,8356
711,4051
712,3217
713,5408
714,6759
715,4247
716,2150
717,333
718,7131
719,216
720,8425
721,9421
722,9914
723,3266
724,7448
725,8726
726,2481
727,5258
728,960
729,6493
730,9911
731,6183
732,5553
733,8344
734,6626
735,4467
736,2110
737,4018
738,4216
739,2872
740,1876
741,7757
742,8055
743,3424
744,288
745,5633
746,4013
747,2081
748,1006
749,3412
750,4729
751,3281
752,4290
753,8946
754,1400
755,9493
756,4622
757,7168
758,7141
759,8868
760,1972
761,9413
762,2343
763,3605
764,4177
765,2456
766,5828
767,244
768,2927
769,1778
770,6818
771,3136
772,3590
773,9831
774,9269
775,8767
776,9759
777,7352
778,9847
779,1561
780,3413
781,1380
782,1258
783,7565
784,146
785,1402
786,8069
787,9077
788,7393
789,8739
790,7025
791,8099
792,5761
793,6087
794,4637
795,2686
796,705
797,444
798,2823
799,7017
800,8960
801,8186
802,6803
803,5040
804,6637
805,8364
806,9645
807,9863
808,452
809,4562
810,3468
811,9139
812,9863
813,1517
814,3002
815,8909
816,8872
817,4789
818,3253
819,4309
820,8592
821,1779
822,5519
823,3017
824,1976
825,1246
826,3484
827,4421
828,7665
829,7456
830,7211
831,8498
832,5227
833,3224
834,570
835,7008
836,4204
837,6284
838,9139
839,887
840,5286
841,9318
842,3061
843,1698
844,3512
845,7415
846,2212
847,3655
848,2858
849,3371
850,7003
851,2037
852,7597
853,5850
854,5492
855,2935
856,9823
857,9482
858,5396
859,8704
860,8184
861,6675
862,3174
863,3411
864,301
865,962
866,5524
867,1261
868,7610
869,3085
870,8214
871,7973
872,6237
873,7003
874,543
875,5495
876,5417
877,3955
878,4429
879,1629
880,6959
881,5969
882,5741
883,1100
884,7826
885,4465
886,8153
887,2233
888,8591
889,2051
890,2686
891,3083
892,5381
893,4767
894,2868
895,9245
896,8514
897,6644
898,7152
899,6404
900,5767
901,781
902,4116
903,5741
904,6704
905,2519
906,1089
907,3220
908,7759
909,2125
910,611
911,687
912,4429
913,1171
914,9818
915,6278
916,2369
917,9975
918,2495
919,6962
920,2594
921,1293
922,5970
923,1698
924,2159
925,7280
926,1580
927,8018
928,4855
929,1192
930,9962
931,2416
932,5533
933,1261
934,1850
935,6536
936,5695
937,3619
938,4091
939,2203
940,4031
941,4788
942,2845
943,816
944,7072
945,1240
946,8450
947,6183
948,2712
949,7091
950,1450
951,2165
952,9374
953,4223
954,4604
955,4708
956,1019
957,8187
958,319
959,5524
960,2368
961,8228
962,6850
963,7628
964,8131
965,9378
966,685
967,5593
968,2466
969,8791
970,7245
971,732
972,7028
973,8116
974,2299
975,5592
976,249
977,2909
978,538
979,8438
980,8193
981,3196
982,3861
983,196
984,7683
985,9193
986,1261
987,613
988,2203
989,2862
990,5393
991,1016
992,9054
993,5741
994,4562
995,3413
996,3512
997,1261
998,1707
999,8023
1000,6004
1001,2411
1002,1213
1003,9357
1004,3936
1005,69
1006,2203
1007,9909
1008,4612
1009,4426
1010,3399
1011,578
1012,6040
1013,1040
1014,3392
1015,3104
1016,6843
1017,6407
1018,8731
1019,8193
1020,1077
1021,206
1022,1487
1023,652
1024,8520
1025,9278
1026,5807
1027,4098
1028,4106
1029,9902
1030,7352
1031,8423
1032,6679
1033,2551
1034,4294
1035,8554
1036,7895
1037,7324
1038,8081
1039,1698
1040,8403
1041,9354
1042,5831
1043,5519
1044,3025
1045,7453
1046,6878
1047,9890
1048,1523
1049,3831
1050,9543
